Timestamp,Sensor_ID,Temperature,Humidity,Vibration_Level,Material_Usage,Energy_Consumption,Worker_Count,Task_Progress,Safety_Incidents,Resource_Utilization,Risk_Score,Simulation_Accuracy,Optimization_Suggestion,Performance_Score
2023-01-01 00:37:00,SN-SITE-003,25.92,53.14,5.31,27.48,289.16,27,0.0766,0,74.05,27.73,0.45,Increase Machinery Efficiency,Poor
2023-01-01 00:38:00,SN-SITE-004,23.11,58.91,16.99,30.27,184.3,30,0.0684,0,0.0,9.33,0.56,Increase Machinery Efficiency,Poor
2023-01-01 00:39:00,SN-SITE-005,27.65,61.59,12.85,31.54,355.75,37,0.0487,0,94.7,35.68,0.28,Increase Machinery Efficiency,Poor
2023-01-01 00:40:00,SN-SITE-001,28.94,61.57,9.06,51.99,310.64,28,0.0953,0,73.35,30.52,0.52,Increase Machinery Efficiency,Poor
2023-01-01 00:41:00,SN-SITE-002,25.63,56.33,6.96,41.16,290.91,29,0.0867,0,79.57,35.9,0.95,Increase Machinery Efficiency,Poor
2023-01-01 00:42:00,SN-SITE-003,29.1,56.7,8.15,40.19,194.22,36,0.0797,0,0.0,11.48,0.57,Increase Machinery Efficiency,Poor
2023-01-01 00:43:00,SN-SITE-004,24.81,55.38,3.91,44.25,312.92,37,0.1114,0,81.85,29.68,1.2,Increase Machinery Efficiency,Poor
2023-01-01 00:44:00,SN-SITE-005,24.74,60.89,6.98,46.83,308.84,33,0.1087,0,57.57,22.75,0.09,Increase Machinery Efficiency,Poor
2023-01-01 00:45:00,SN-SITE-001,27.39,56.62,43.84,50.82,401.37,32,0.1017,0,53.92,34.91,0.11,Increase Machinery Efficiency,Poor
2023-01-01 00:46:00,SN-SITE-002,25.37,59.13,17.02,36.03,305.48,27,0.0795,0,59.22,21.47,0.5,Increase Machinery Efficiency,Poor
2023-01-01 00:47:00,SN-SITE-003,25.88,57.06,13.07,35.15,320.96,33,0.09,0,59.86,26.85,0.14,Increase Machinery Efficiency,Poor
2023-01-01 00:48:00,SN-SITE-004,28.29,59.65,10.02,58.28,152.11,29,0.1402,0,0.0,11.5,0.5,Increase Machinery Efficiency,Poor
2023-01-01 00:49:00,SN-SITE-005,25.24,61.83,21.31,40.36,370.37,38,0.075,0,72.54,32.37,0.94,Increase Machinery Efficiency,Poor
2023-01-01 00:50:00,SN-SITE-001,26.31,56.28,7.43,50.07,309.98,30,0.1166,0,61.15,25.02,0.56,Increase Machinery Efficiency,Poor
2023-01-01 00:51:00,SN-SITE-002,26.59,57.47,48.0,42.33,436.53,37,0.1539,2,64.47,62.88,0.74,Increase Machinery Efficiency,Poor
2023-01-01 00:52:00,SN-SITE-003,27.37,56.55,13.61,40.21,343.93,33,0.1188,0,57.76,29.62,0.61,Increase Machinery Efficiency,Poor
2023-01-01 00:53:00,SN-SITE-004,27.93,56.08,29.86,51.76,360.24,28,0.1412,3,74.63,71.3,0.56,Increase Machinery Efficiency,Poor
2023-01-01 00:54:00,SN-SITE-005,26.71,54.43,23.7,45.06,192.58,29,0.1647,0,0.0,19.84,0.22,Increase Machinery Efficiency,Poor
2023-01-01 00:55:00,SN-SITE-001,25.1,52.7,14.44,42.32,329.61,31,0.1241,0,65.65,25.13,0.17,Increase Machinery Efficiency,Poor
2023-01-01 00:56:00,SN-SITE-002,28.45,48.88,4.02,47.12,312.07,34,0.1484,0,68.05,24.18,0.06,Increase Machinery Efficiency,Poor
2023-01-01 00:57:00,SN-SITE-003,31.28,56.32,25.67,53.31,381.71,34,0.0823,0,66.24,26.62,1.17,Increase Machinery Efficiency,Poor
2023-01-01 00:58:00,SN-SITE-004,28.23,55.81,7.87,60.48,316.29,35,0.1054,0,62.77,24.03,0.16,Increase Machinery Efficiency,Poor
2023-01-01 00:59:00,SN-SITE-005,27.88,58.56,33.47,47.96,405.58,38,0.124,0,68.98,35.4,0.34,Increase Machinery Efficiency,Poor
2023-01-01 01:00:00,SN-SITE-001,26.51,55.21,11.59,63.3,325.87,35,0.1357,0,65.58,30.23,0.25,Increase Machinery Efficiency,Poor
2023-01-01 01:01:00,SN-SITE-002,26.73,50.77,6.55,49.89,342.95,37,0.1371,0,57.3,25.63,0.1,Increase Machinery Efficiency,Poor
2023-01-01 01:02:00,SN-SITE-003,25.05,58.0,6.13,81.74,329.74,37,0.1351,3,72.54,62.51,1.08,Adjust Schedule,Poor
2023-01-01 01:03:00,SN-SITE-004,28.1,62.99,14.48,55.15,187.17,29,0.0984,0,0.0,14.75,0.45,Increase Machinery Efficiency,Poor
2023-01-01 01:04:00,SN-SITE-005,27.0,54.61,30.69,79.62,374.17,36,0.1296,0,63.77,30.94,0.56,Increase Machinery Efficiency,Poor
2023-01-01 01:05:00,SN-SITE-001,29.17,58.19,4.27,63.16,316.72,34,0.1519,0,71.45,24.03,0.69,Increase Machinery Efficiency,Poor
2023-01-01 01:06:00,SN-SITE-002,25.72,59.06,6.46,55.7,347.78,38,0.1024,0,63.47,22.61,0.62,Increase Machinery Efficiency,Poor
2023-01-01 01:07:00,SN-SITE-003,29.35,52.44,22.9,61.95,364.36,33,0.1385,0,69.52,30.74,0.78,Increase Machinery Efficiency,Poor
2023-01-01 01:08:00,SN-SITE-004,26.87,52.75,12.13,61.11,338.59,30,0.1783,0,72.27,25.67,0.06,Increase Machinery Efficiency,Poor
2023-01-01 01:09:00,SN-SITE-005,26.46,57.14,23.59,60.99,362.06,34,0.1443,0,63.06,33.57,0.59,Increase Machinery Efficiency,Poor
2023-01-01 01:10:00,SN-SITE-001,26.68,53.38,8.31,62.48,330.87,34,0.1691,0,71.92,30.31,0.38,Increase Machinery Efficiency,Poor
2023-01-01 01:11:00,SN-SITE-002,26.53,51.22,22.49,60.82,360.22,38,0.1491,0,77.86,31.93,0.8,Increase Machinery Efficiency,Poor
2023-01-01 01:12:00,SN-SITE-003,24.34,56.22,20.83,59.98,340.17,29,0.1508,0,70.11,38.87,0.69,Increase Machinery Efficiency,Poor
2023-01-01 01:13:00,SN-SITE-004,28.46,62.09,0.55,64.4,318.63,36,0.1482,0,78.92,22.84,0.46,Increase Machinery Efficiency,Poor
2023-01-01 01:14:00,SN-SITE-005,28.7,50.48,48.0,70.51,430.1,35,0.1462,0,55.45,37.06,0.87,Increase Machinery Efficiency,Poor
2023-01-01 01:15:00,SN-SITE-001,29.49,52.51,16.87,62.5,335.96,34,0.142,0,65.0,30.26,0.92,Increase Machinery Efficiency,Poor
2023-01-01 01:16:00,SN-SITE-002,28.66,56.47,23.0,68.83,335.06,31,0.161,0,76.37,36.68,0.41,Increase Machinery Efficiency,Poor
2023-01-01 01:17:00,SN-SITE-003,28.62,53.12,42.69,87.73,447.35,38,0.1449,0,70.9,36.05,0.73,Increase Machinery Efficiency,Poor
2023-01-01 01:18:00,SN-SITE-004,25.15,53.59,10.39,63.87,332.8,36,0.1477,0,81.29,34.36,0.72,Increase Machinery Efficiency,Poor
2023-01-01 01:19:00,SN-SITE-005,27.98,54.1,48.0,72.08,417.69,32,0.1458,0,72.83,45.23,0.32,Increase Machinery Efficiency,Poor
2023-01-01 01:20:00,SN-SITE-001,26.04,53.51,11.31,76.36,330.58,33,0.1534,2,76.77,58.8,0.29,Enhance Safety Measures,Poor
2023-01-01 01:21:00,SN-SITE-002,27.35,53.96,0.81,70.96,303.13,37,0.1555,0,65.8,24.87,0.26,Increase Machinery Efficiency,Poor
2023-01-01 01:22:00,SN-SITE-003,29.9,52.83,36.84,76.11,265.56,36,0.1772,0,0.0,15.53,0.42,Increase Machinery Efficiency,Poor
2023-01-01 01:23:00,SN-SITE-004,27.88,57.0,20.74,73.09,353.98,30,0.1875,0,66.81,35.62,0.44,Increase Machinery Efficiency,Poor
2023-01-01 01:24:00,SN-SITE-005,23.95,53.29,17.89,100.02,373.07,38,0.1774,0,72.41,29.21,0.99,Increase Machinery Efficiency,Poor
2023-01-01 01:25:00,SN-SITE-001,26.4,52.44,8.85,71.32,341.97,35,0.1751,0,80.79,36.49,0.4,Increase Machinery Efficiency,Poor
2023-01-01 01:26:00,SN-SITE-002,27.08,55.04,33.94,72.06,408.41,38,0.1529,0,59.3,37.18,0.26,Increase Machinery Efficiency,Poor
2023-01-01 01:27:00,SN-SITE-003,27.63,56.49,1.99,83.05,342.55,37,0.1554,0,68.99,24.03,0.86,Increase Machinery Efficiency,Poor
2023-01-01 01:28:00,SN-SITE-004,29.4,55.34,21.47,74.84,331.54,31,0.1794,1,72.77,49.83,0.39,Enhance Safety Measures,Poor
2023-01-01 01:29:00,SN-SITE-005,29.28,55.75,35.45,81.84,270.43,38,0.1774,1,0.0,36.18,0.25,Increase Machinery Efficiency,Poor
2023-01-01 01:30:00,SN-SITE-001,29.28,57.99,26.66,79.87,350.14,31,0.1639,0,75.03,33.81,0.94,Increase Machinery Efficiency,Poor
2023-01-01 01:31:00,SN-SITE-002,28.44,48.0,34.98,83.29,386.45,36,0.1693,0,77.1,40.0,0.41,Increase Machinery Efficiency,Poor
2023-01-01 01:32:00,SN-SITE-003,27.68,50.41,22.82,103.52,352.94,30,0.1646,0,60.01,32.74,0.01,Increase Machinery Efficiency,Poor
2023-01-01 01:33:00,SN-SITE-004,27.62,51.13,48.0,96.0,270.42,35,0.1682,0,0.0,23.44,0.36,Increase Machinery Efficiency,Poor
2023-01-01 01:34:00,SN-SITE-005,28.84,50.12,25.07,79.21,369.22,33,0.2438,0,75.67,37.27,0.94,Increase Machinery Efficiency,Average
2023-01-01 01:35:00,SN-SITE-001,29.62,54.25,8.55,80.15,369.6,41,0.2009,0,74.63,27.57,0.8,Increase Machinery Efficiency,Poor
2023-01-01 01:36:00,SN-SITE-002,30.58,53.99,5.18,80.98,340.19,40,0.2085,0,81.44,30.27,0.66,Increase Machinery Efficiency,Average
2023-01-01 01:37:00,SN-SITE-003,28.43,57.29,14.12,100.75,344.98,37,0.1989,0,79.21,31.53,0.39,Increase Machinery Efficiency,Poor
2023-01-01 01:38:00,SN-SITE-004,28.76,53.25,25.5,81.33,388.92,38,0.195,0,85.32,39.55,0.81,Increase Machinery Efficiency,Poor
2023-01-01 01:39:00,SN-SITE-005,30.58,50.07,4.84,96.92,312.06,36,0.1794,1,72.55,34.34,0.58,Enhance Safety Measures,Poor
2023-01-01 01:40:00,SN-SITE-001,26.75,58.09,21.89,83.05,399.41,41,0.2227,0,74.8,37.3,0.32,Increase Machinery Efficiency,Poor
2023-01-01 01:41:00,SN-SITE-002,29.64,57.31,14.57,119.02,329.69,32,0.2519,0,63.46,27.25,0.65,Increase Machinery Efficiency,Average
2023-01-01 01:42:00,SN-SITE-003,27.26,54.43,19.18,92.73,326.46,32,0.1866,1,67.92,37.68,0.71,Enhance Safety Measures,Poor
2023-01-01 01:43:00,SN-SITE-004,30.87,59.09,7.02,88.78,312.13,34,0.227,0,64.26,22.72,0.65,Increase Machinery Efficiency,Average
2023-01-01 01:44:00,SN-SITE-005,30.62,62.2,17.18,94.26,349.51,32,0.2211,0,61.95,31.38,0.65,Increase Machinery Efficiency,Poor
2023-01-01 01:45:00,SN-SITE-001,31.01,51.67,13.51,100.84,347.88,34,0.1986,0,81.95,32.02,1.33,Increase Machinery Efficiency,Poor
2023-01-01 01:46:00,SN-SITE-002,30.88,51.52,8.36,100.73,348.1,38,0.2141,1,64.16,40.45,0.51,Enhance Safety Measures,Poor
2023-01-01 01:47:00,SN-SITE-003,29.86,55.91,10.51,92.47,336.99,31,0.1911,0,66.16,29.55,0.73,Increase Machinery Efficiency,Poor
2023-01-01 01:48:00,SN-SITE-004,27.1,52.33,4.56,108.92,319.96,31,0.2244,0,66.47,25.34,0.49,Increase Machinery Efficiency,Average
2023-01-01 01:49:00,SN-SITE-005,29.41,55.76,7.56,100.62,337.18,34,0.2373,1,68.41,35.95,0.14,Enhance Safety Measures,Poor
2023-01-01 01:50:00,SN-SITE-001,30.04,55.61,18.68,121.07,338.02,34,0.2131,0,64.18,33.32,0.4,Increase Machinery Efficiency,Poor
2023-01-01 01:51:00,SN-SITE-002,29.44,51.51,25.71,94.74,216.65,32,0.2399,0,0.0,12.83,0.85,Increase Machinery Efficiency,Poor
2023-01-01 01:52:00,SN-SITE-003,28.58,56.32,25.88,106.36,259.02,41,0.1999,1,0.0,23.31,0.84,Enhance Safety Measures,Poor
2023-01-01 01:53:00,SN-SITE-004,29.02,55.45,15.17,95.59,339.3,35,0.2729,0,86.68,41.08,0.47,Increase Machinery Efficiency,Average
2023-01-01 01:54:00,SN-SITE-005,29.4,52.12,9.74,96.76,368.43,42,0.249,0,77.86,33.31,0.43,Increase Machinery Efficiency,Average
2023-01-01 01:55:00,SN-SITE-001,27.31,56.37,16.88,123.29,364.59,38,0.2412,0,83.83,33.65,0.51,Increase Machinery Efficiency,Average
2023-01-01 01:56:00,SN-SITE-002,29.9,62.18,2.32,107.99,297.57,32,0.2295,0,59.92,22.62,0.68,Increase Machinery Efficiency,Poor
2023-01-01 01:57:00,SN-SITE-003,29.74,55.14,15.34,99.92,347.75,36,0.1779,0,71.55,30.25,0.65,Increase Machinery Efficiency,Poor
2023-01-01 01:58:00,SN-SITE-004,28.74,48.56,5.34,98.16,309.02,32,0.2152,0,59.5,22.93,0.26,Increase Machinery Efficiency,Poor
2023-01-01 01:59:00,SN-SITE-005,29.97,51.83,26.63,101.87,396.03,35,0.2606,0,78.59,38.55,0.46,Increase Machinery Efficiency,Average
2023-01-01 02:00:00,SN-SITE-001,30.75,51.29,33.71,104.22,361.79,33,0.2192,0,77.6,45.53,0.31,Increase Machinery Efficiency,Poor
2023-01-01 02:01:00,SN-SITE-002,27.51,50.24,7.89,132.67,350.37,40,0.2288,1,77.02,36.03,0.21,Enhance Safety Measures,Poor
2023-01-01 02:02:00,SN-SITE-003,31.27,54.27,10.92,115.92,353.54,38,0.2558,0,77.59,27.68,0.58,Increase Machinery Efficiency,Average
2023-01-01 02:03:00,SN-SITE-004,30.61,58.29,12.6,110.21,372.1,41,0.2655,0,66.05,30.96,0.7,Increase Machinery Efficiency,Poor
2023-01-01 02:04:00,SN-SITE-005,30.63,53.06,16.85,103.55,357.14,40,0.2297,0,73.48,34.36,0.41,Increase Machinery Efficiency,Poor
2023-01-01 02:05:00,SN-SITE-001,30.65,49.35,11.52,112.26,345.32,41,0.2573,0,82.3,36.42,0.94,Increase Machinery Efficiency,Average
2023-01-01 02:06:00,SN-SITE-002,30.25,53.87,7.64,110.26,178.79,37,0.2914,0,0.0,12.73,0.51,Increase Machinery Efficiency,Poor
2023-01-01 02:07:00,SN-SITE-003,29.21,48.61,9.42,111.42,342.94,36,0.2648,0,67.77,22.34,0.81,Increase Machinery Efficiency,Average
2023-01-01 02:08:00,SN-SITE-004,28.14,54.84,11.3,110.57,327.41,33,0.2481,0,70.36,29.51,1.03,Increase Machinery Efficiency,Poor
2023-01-01 02:09:00,SN-SITE-005,30.04,52.8,10.81,110.05,318.04,33,0.2576,0,84.04,32.9,0.33,Increase Machinery Efficiency,Average
2023-01-01 02:10:00,SN-SITE-001,29.5,50.43,12.22,127.59,193.24,38,0.228,0,0.0,9.17,0.44,Increase Machinery Efficiency,Poor
2023-01-01 02:11:00,SN-SITE-002,28.29,49.63,15.77,126.35,338.52,35,0.2853,3,66.06,66.62,0.85,Adjust Schedule,Poor
2023-01-01 02:12:00,SN-SITE-003,32.0,53.2,3.27,126.15,331.8,40,0.2804,0,69.32,30.1,0.38,Increase Machinery Efficiency,Average
2023-01-01 02:13:00,SN-SITE-004,30.65,55.41,26.38,116.6,400.35,43,0.278,0,71.21,31.77,0.52,Increase Machinery Efficiency,Average
2023-01-01 02:14:00,SN-SITE-005,28.95,55.89,32.54,118.85,415.24,39,0.2815,0,77.85,36.36,1.04,Increase Machinery Efficiency,Average
2023-01-01 02:15:00,SN-SITE-001,27.08,52.21,10.38,117.12,215.65,36,0.2709,0,0.0,7.99,0.54,Increase Machinery Efficiency,Poor
2023-01-01 02:16:00,SN-SITE-002,28.22,52.59,48.0,117.23,453.16,41,0.2823,0,77.62,43.82,0.21,Increase Machinery Efficiency,Poor
2023-01-01 02:17:00,SN-SITE-003,30.24,51.04,29.86,130.75,231.88,37,0.2461,2,0.0,38.08,0.58,Increase Machinery Efficiency,Poor
2023-01-01 02:18:00,SN-SITE-004,29.14,48.75,30.67,137.91,381.15,37,0.2732,0,70.65,35.73,0.33,Increase Machinery Efficiency,Poor
2023-01-01 02:19:00,SN-SITE-005,27.58,49.05,12.91,137.18,360.34,43,0.2852,0,65.94,35.47,0.23,Increase Machinery Efficiency,Poor
2023-01-01 02:20:00,SN-SITE-001,29.99,55.56,3.11,129.94,200.57,43,0.2819,0,0.0,7.0,0.07,Increase Machinery Efficiency,Poor
2023-01-01 02:21:00,SN-SITE-002,29.38,49.26,21.8,119.28,245.25,39,0.2776,0,0.0,16.78,0.49,Increase Machinery Efficiency,Poor
2023-01-01 02:22:00,SN-SITE-003,29.04,55.96,11.59,131.32,346.6,38,0.2593,0,70.0,29.95,0.07,Increase Machinery Efficiency,Poor
2023-01-01 02:23:00,SN-SITE-004,27.81,49.5,6.85,135.22,352.33,43,0.2492,0,70.55,22.72,0.82,Increase Machinery Efficiency,Average
2023-01-01 02:24:00,SN-SITE-005,30.2,46.27,13.15,119.93,374.93,39,0.2793,0,82.7,30.8,0.85,Increase Machinery Efficiency,Average
2023-01-01 02:25:00,SN-SITE-001,28.12,49.4,30.73,119.7,402.2,41,0.3034,0,67.06,37.13,0.53,Increase Machinery Efficiency,Average
2023-01-01 02:26:00,SN-SITE-002,29.44,52.06,28.73,127.42,404.66,42,0.3283,0,78.75,31.97,0.52,Increase Machinery Efficiency,Average
2023-01-01 02:27:00,SN-SITE-003,31.53,50.53,27.43,128.97,384.19,39,0.2885,0,66.69,39.1,0.22,Increase Machinery Efficiency,Poor
2023-01-01 02:28:00,SN-SITE-004,31.68,52.57,8.26,122.97,196.17,43,0.3046,0,0.0,12.72,0.13,Increase Machinery Efficiency,Poor
2023-01-01 02:29:00,SN-SITE-005,29.65,57.48,11.49,141.47,361.67,38,0.2527,0,69.21,28.44,0.08,Increase Machinery Efficiency,Poor
2023-01-01 02:30:00,SN-SITE-001,25.25,51.8,40.16,126.9,407.56,34,0.3114,0,60.29,32.32,0.54,Increase Machinery Efficiency,Average
2023-01-01 02:31:00,SN-SITE-002,31.03,50.79,11.67,150.48,345.95,38,0.286,0,79.92,30.93,0.54,Increase Machinery Efficiency,Average
2023-01-01 02:32:00,SN-SITE-003,28.53,49.29,8.48,136.97,320.93,37,0.2904,0,68.72,30.31,0.28,Increase Machinery Efficiency,Average
2023-01-01 02:33:00,SN-SITE-004,27.86,50.05,8.82,127.27,354.19,40,0.3342,0,63.57,27.44,0.53,Increase Machinery Efficiency,Average
2023-01-01 02:34:00,SN-SITE-005,31.09,55.59,12.24,159.61,345.49,34,0.3018,0,74.51,31.9,1.4,Increase Machinery Efficiency,Average
2023-01-01 02:35:00,SN-SITE-001,27.23,54.11,15.57,133.32,221.03,38,0.309,1,0.0,26.69,1.08,Enhance Safety Measures,Poor
2023-01-01 02:36:00,SN-SITE-002,31.1,55.54,18.24,143.42,223.88,36,0.3035,0,0.0,10.26,0.91,Increase Machinery Efficiency,Poor
2023-01-01 02:37:00,SN-SITE-003,31.42,51.27,11.56,134.7,341.09,35,0.2884,0,61.3,29.53,0.3,Increase Machinery Efficiency,Poor
2023-01-01 02:38:00,SN-SITE-004,30.84,48.62,48.0,133.25,453.28,39,0.3314,0,65.52,36.32,0.13,Increase Machinery Efficiency,Average
2023-01-01 02:39:00,SN-SITE-005,30.43,50.64,39.39,135.54,420.46,36,0.3342,0,79.72,40.13,0.97,Increase Machinery Efficiency,Average
2023-01-01 02:40:00,SN-SITE-001,29.97,49.68,34.62,133.11,409.4,38,0.3156,0,72.5,34.34,0.65,Increase Machinery Efficiency,Average
2023-01-01 02:41:00,SN-SITE-002,29.44,54.63,9.01,137.43,341.48,38,0.3093,1,68.82,36.54,0.01,Enhance Safety Measures,Poor
2023-01-01 02:42:00,SN-SITE-003,28.57,52.57,11.58,146.63,352.46,40,0.3267,0,69.32,29.28,0.49,Increase Machinery Efficiency,Average
2023-01-01 02:43:00,SN-SITE-004,33.77,44.68,13.09,146.64,368.4,38,0.329,0,75.15,31.75,0.28,Increase Machinery Efficiency,Average
2023-01-01 02:44:00,SN-SITE-005,29.58,46.69,36.74,169.71,398.45,37,0.3422,0,74.67,39.77,0.39,Increase Machinery Efficiency,Average
2023-01-01 02:45:00,SN-SITE-001,28.89,49.31,1.33,153.29,337.83,44,0.3257,0,68.22,29.74,0.58,Increase Machinery Efficiency,Average
2023-01-01 02:46:00,SN-SITE-002,30.16,55.25,24.38,139.09,379.82,34,0.3568,0,58.87,30.58,0.57,Increase Machinery Efficiency,Average
2023-01-01 02:47:00,SN-SITE-003,31.19,48.01,16.04,148.0,363.42,39,0.3605,0,66.35,31.94,0.06,Increase Machinery Efficiency,Average
2023-01-01 02:48:00,SN-SITE-004,31.88,50.5,8.23,142.08,365.04,41,0.3204,0,62.35,24.45,0.89,Increase Machinery Efficiency,Average
2023-01-01 02:49:00,SN-SITE-005,30.04,51.16,15.33,149.98,362.99,42,0.3074,0,78.61,31.88,0.7,Increase Machinery Efficiency,Average
2023-01-01 02:50:00,SN-SITE-001,30.12,51.5,4.36,149.06,326.19,38,0.3465,1,66.31,37.27,0.89,Enhance Safety Measures,Poor
2023-01-01 02:51:00,SN-SITE-002,29.23,51.67,7.44,148.43,341.47,39,0.3626,0,73.93,28.0,0.61,Increase Machinery Efficiency,Average
2023-01-01 02:52:00,SN-SITE-003,30.07,48.12,14.45,140.64,194.45,39,0.3405,0,0.0,10.35,0.92,Increase Machinery Efficiency,Poor
